Title,Authors,Abstract,PDF URL,Publication date,TF-IDF given Paper-wise Abstract,TF-IDF given Paper-wise Full Text,TF-IDF given the whole Title,TF-IDF given the whole Abstract
BRUNO: A Deep Recurrent Model for Exchangeable Data,"Iryna Korshunova, Jonas Degrave, Ferenc Huszar, Yarin Gal, Arthur Gretton, Joni Dambre","We present a novel model architecture which leverages deep learning tools to perform exact Bayesian inference on sets of high dimensional, complex observations. Our model is provably exchangeable, meaning that the joint distribution over observations is invariant under permutation: this property lies at the heart of Bayesian inference. The model does not require variational approximations to train, and new samples can be generated conditional on previous samples, with cost linear in the size of the conditioning set. The advantages of our architecture are demonstrated on learning tasks that require generalisation from short observed sequences while modelling sequence variability, such as conditional image generation, few-shot learning, and anomaly detection.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1b9f38268c50805669fd8caf8f3cc84a-Paper.pdf,2018,"learning, model, architecture, bayesian, conditional, inference, observations, require, samples, advantages","x1, model, exchangeable, distribution, xn, bruno, learning, sequence, shot, one","{'bruno': 0.5545277517250888, 'exchangeable': 0.5234058974272418, 'recurrent': 0.3637964134373488, 'model': 0.3466688210684084, 'data': 0.3138599551908986, 'deep': 0.2598269918654148}","observations, conditional, require, architecture, bayesian, exchangeable, heart, samples, lies, inference"
Asymptotic optimality of adaptive importance sampling,"François Portier, Bernard Delyon","\textit{Adaptive importance sampling} (AIS) uses past samples to update the \textit{sampling policy} $q_t$ at each stage $t$. Each stage $t$ is formed with two steps : (i) to explore the space with $n_t$ points according to $q_t$ and (ii) to exploit the current amount of information to update the sampling policy. The very fundamental question raised in this paper concerns the behavior of empirical sums based on AIS. Without making any assumption on the \textit{allocation policy} $n_t$, the theory developed involves no restriction on the split of computational resources between the explore (i) and the exploit (ii) step. It is shown that AIS is asymptotically optimal : the asymptotic behavior of AIS is the same as some ``oracle'' strategy that knows the targeted sampling policy from the beginning. From a practical perspective, weighted AIS is introduced, a new method that allows to forget poor samples from early stages.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1bc0249a6412ef49b07fe6f62e6dc8de-Paper.pdf,2018,"ais, policy, sampling, textit, behavior, exploit, explore, ii, n_t, q_t","ais, policy, sampling, nt, 04, xs, qt, estimate, xt, update","{'asymptotic': 0.513621480360454, 'optimality': 0.513621480360454, 'importance': 0.44980208959079787, 'adaptive': 0.37459181870151725, 'sampling': 0.36020133173867225}","ais, textit, n_t, q_t, policy, sampling, stage, update, ii, explore"
Phase Retrieval Under a Generative Prior,"Paul Hand, Oscar Leong, Vlad Voroninski","We introduce a novel deep-learning inspired formulation of the \textit{phase retrieval problem}, which asks to recover a signal $y_0 \in \R^n$ from $m$ quadratic observations, under structural assumptions on the underlying signal. As is common in many imaging problems, previous methodologies have considered natural signals as being sparse with respect to a known basis, resulting in the decision to enforce a generic sparsity prior. However, these methods for phase retrieval have encountered possibly fundamental limitations, as no computationally efficient algorithm for sparse phase retrieval has been proven to succeed with fewer than $O(k^2\log n)$ generic measurements, which is larger than the theoretical optimum of $O(k \log n)$. In this paper, we sidestep this issue by considering a prior that a natural signal is in the range of a generative neural network $G : \R^k \rightarrow \R^n$.  We introduce an empirical risk formulation that has favorable global geometry for gradient methods, as soon as $m = O(k)$, under the model of a multilayer fully-connected neural network with random weights.  Specifically, we show that there exists a descent direction outside of a small neighborhood around the true $k$-dimensional latent code and a negative multiple thereof.  This formulation for structured phase retrieval thus benefits from two effects: generative priors can more tightly represent natural signals than sparsity priors, and this empirical risk formulation can exploit those generative priors at an information theoretically optimal sample complexity, unlike for a sparsity prior. We corroborate these results with experiments showing that exploiting generative models in phase retrieval tasks outperforms both sparse and general phase retrieval methods.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1bc2029a8851ad344a8d503930dfd7f7-Paper.pdf,2018,"phase, retrieval, formulation, generative, methods, natural, prior, priors, signal, sparse","x0, measurements, phase, retrieval, generative, rk, descent, methods, function, objective","{'phase': 0.5535583350063402, 'retrieval': 0.5375593916742106, 'prior': 0.5019793242271702, 'generative': 0.3906658779779653}","phase, retrieval, formulation, priors, generative, sparsity, signal, sparse, natural, prior"
Gaussian Process Prior Variational Autoencoders,"Francesco Paolo Casale, Adrian Dalca, Luca Saglietti, Jennifer Listgarten, Nicolo Fusi","Variational autoencoders (VAE) are a powerful and widely-used class of models to learn complex data distributions in an unsupervised fashion. One important limitation of VAEs is the prior assumption that latent sample representations are independent and identically distributed. However, for many important datasets, such as time-series of images, this assumption is too strong: accounting for covariances between samples, such as those in time, can yield to a more appropriate model specification and improve performance in downstream tasks. In this work, we introduce a new model, the Gaussian Process (GP) Prior Variational Autoencoder (GPPVAE), to specifically address this issue. The GPPVAE aims to combine the power of VAEs with the ability to model correlations afforded by GP priors. To achieve efficient inference in this new class of models, we leverage structure in the covariance matrix, and introduce a new stochastic backpropagation strategy that allows for computing stochastic gradients in a distributed and low-memory fashion. We show that our method outperforms conditional VAEs (CVAEs) and an adaptation of standard VAEs in two image data applications.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1c336b8080f82bcc2cd2499b4c57261d-Paper.pdf,2018,"vaes, model, new, assumption, class, data, distributed, fashion, gp, gppvae","latent, al, et, object, gppvae, view, gp, data, model, sample","{'prior': 0.4974253846064615, 'autoencoders': 0.4724099418979319, 'process': 0.4654498148695835, 'gaussian': 0.4085875295641813, 'variational': 0.38185014608824785}","vaes, gppvae, gp, fashion, assumption, distributed, covariances, cvaes, important, variational"
Deep Predictive Coding Network with Local Recurrent Processing for Object Recognition,"Kuan Han, Haiguang Wen, Yizhen Zhang, Di Fu, Eugenio Culurciello, Zhongming Liu","Inspired by ""predictive coding"" - a theory in neuroscience, we develop a bi-directional and dynamic neural network with local recurrent processing, namely predictive coding network (PCN). Unlike feedforward-only convolutional neural networks, PCN includes both feedback connections, which carry top-down predictions, and feedforward connections, which carry bottom-up errors of prediction. Feedback and feedforward connections enable adjacent layers to interact locally and recurrently to refine representations towards minimization of layer-wise prediction errors. When unfolded over time, the recurrent processing gives rise to an increasingly deeper hierarchy of non-linear transformation, allowing a shallow network to dynamically extend itself into an arbitrarily deep network. We train and test PCN for image classification with SVHN, CIFAR and ImageNet datasets. Despite notably fewer layers and parameters, PCN achieves competitive performance compared to classical and state-of-the-art models. Further analysis shows that the internal representations in PCN converge over time and yield increasingly better accuracy in object recognition. Errors of top-down prediction also reveal visual saliency or bottom-up attention.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1c63926ebcabda26b5cdb31b5cc91efb-Paper.pdf,2018,"pcn, network, connections, errors, feedforward, prediction, bottom, carry, coding, feedback","pcn, recurrent, processing, rl, layer, pcconv3, local, error, feedforward, connections","{'processing': 0.4247830893548927, 'coding': 0.3929621307075902, 'predictive': 0.3720022010772907, 'recognition': 0.3438466049938563, 'local': 0.3205057540158086, 'object': 0.3167292528105502, 'recurrent': 0.29524803819702566, 'network': 0.27174517622524974, 'deep': 0.21086906518419943}","pcn, feedforward, errors, connections, carry, bottom, coding, increasingly, prediction, network"
Exponentiated Strongly Rayleigh Distributions,"Zelda E. Mariet, Suvrit Sra, Stefanie Jegelka","Strongly Rayleigh (SR) measures are discrete probability distributions over the subsets of a ground set. They enjoy strong negative dependence properties, as a result of which they assign higher probability to subsets of diverse elements. We introduce in this paper Exponentiated Strongly Rayleigh (ESR) measures, which sharpen (or smoothen) the negative dependence property of SR measures via a single parameter (the exponent) that can intuitively understood as an inverse temperature. We develop efficient MCMC procedures for approximate sampling from ESRs, and obtain explicit mixing time bounds for two concrete instances: exponentiated versions of Determinantal Point Processes and Dual Volume Sampling. We illustrate some of the potential of ESRs, by applying them to a few machine learning tasks; empirical results confirm that beyond their theoretical appeal, ESR-based models hold significant promise for these tasks.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1c6a0198177bfcc9bd93f6aab94aad3c-Paper.pdf,2018,"measures, dependence, esr, esrs, exponentiated, negative, probability, rayleigh, sampling, sr","sr, measures, esr, measure, mixing, sampling, dpps, time, dpp, distribution","{'exponentiated': 0.5250835199596374, 'rayleigh': 0.5250835199596374, 'strongly': 0.5250835199596374, 'distributions': 0.41576663069610503}","esr, esrs, exponentiated, rayleigh, sr, measures, subsets, dependence, negative, strongly"
Variational Inference with Tail-adaptive f-Divergence,"Dilin Wang, Hao Liu, Qiang Liu","Variational inference with α-divergences has been widely used in modern probabilistic
machine learning. Compared to Kullback-Leibler (KL) divergence, a major
advantage of using α-divergences (with positive α values) is their mass-covering
property. However, estimating and optimizing α-divergences require to use importance
sampling, which could have extremely large or infinite variances due
to heavy tails of importance weights. In this paper, we propose a new class of
tail-adaptive f-divergences that adaptively change the convex function f with the
tail of the importance weights, in a way that theoretically guarantee finite moments,
while simultaneously achieving mass-covering properties. We test our methods
on Bayesian neural networks, as well as deep reinforcement learning in which our
method is applied to improve a recent soft actor-critic (SAC) algorithm (Haarnoja
et al., 2018). Our results show that our approach yields significant advantages
compared with existing methods based on classical KL and α-divergences.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1cd138d0499a68f4bb72bee04bbec2d7-Paper.pdf,2018,"divergences, importance, compared, covering, kl, learning, mass, methods, tail, weights","divergence, function, tail, distribution, kl, gradient, qθ, al, et, adaptive","{'divergence': 0.5671624828485715, 'tail': 0.5353315274103502, 'adaptive': 0.39042528034492224, 'inference': 0.34708524912983973, 'variational': 0.34474164835947974}","divergences, importance, covering, mass, kl, tail, weights, haarnoja, sac, compared"
Modelling and unsupervised learning of symmetric deformable object categories,"James Thewlis, Hakan Bilen, Andrea Vedaldi","We propose a new approach to model and learn, without manual supervision, the symmetries of natural objects, such as faces or flowers, given only images as input. It is well known that objects that have a symmetric structure do not usually result in symmetric images due to articulation and perspective effects. This is often tackled by seeking the intrinsic symmetries of the underlying 3D shape, which is very difficult to do when the latter cannot be recovered reliably from data. We show that, if only raw images are given, it is possible to look instead for symmetries in the space of object deformations. We can then learn symmetries from an unstructured collection of images of the object as an extension of the recently-introduced object frame representation, modified so that object symmetries reduce to the obvious symmetry groups in the normalized space. We also show that our formulation provides an explanation of the ambiguities that arise in recovering the pose of symmetric objects from their shape or images and we provide a way of discounting such ambiguities in learning.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1d6408264d31d453d556c60fe7d0459e-Paper.pdf,2018,"images, symmetries, object, objects, symmetric, ambiguities, given, learn, shape, show","object, symmetry, pose, symmetries, images, symmetric, objects, 38, bilateral, shape","{'deformable': 0.4684123331236501, 'categories': 0.4421235489511027, 'symmetric': 0.42347135974477884, 'modelling': 0.40900359780253515, 'object': 0.32965874776676435, 'unsupervised': 0.32595281802081266, 'learning': 0.15357274675596103}","symmetries, images, symmetric, object, objects, ambiguities, shape, articulation, discounting, flowers"
Generalizing to Unseen Domains via Adversarial Data Augmentation,"Riccardo Volpi, Hongseok Namkoong, Ozan Sener, John C. Duchi, Vittorio Murino, Silvio Savarese","We are concerned with learning models that generalize well to different unseen
domains. We consider a worst-case formulation over data distributions that are
near the source domain in the feature space. Only using training data from a single
source distribution, we propose an iterative procedure that augments the dataset
with examples from a fictitious target domain that is ""hard"" under the current model. We show that our iterative scheme is an adaptive data augmentation method where we append adversarial examples at each iteration. For softmax losses, we show that our method is a data-dependent regularization scheme that behaves differently from classical regularizers that regularize towards zero (e.g., ridge or lasso). On digit recognition and semantic segmentation tasks, our method learns models improve performance across a range of a priori unknown target domains.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1d94108e907bb8311d8802b48fd54b4a-Paper.pdf,2018,"data, method, domain, domains, examples, iterative, models, scheme, show, source","models, data, method, different, semantic, training, model, space, y0, trained","{'domains': 0.47253445812511574, 'augmentation': 0.44601432723764917, 'unseen': 0.44601432723764917, 'generalizing': 0.41260291369788793, 'adversarial': 0.2749784620246042, 'data': 0.2674521579703192, 'via': 0.24792871941248304}","iterative, source, scheme, data, domains, examples, target, domain, append, method"
Information-theoretic Limits for Community Detection in Network Models,"Chuyang Ke, Jean Honorio","We analyze the information-theoretic limits for the recovery of node labels in several network models. This includes the Stochastic Block Model, the Exponential Random Graph Model, the Latent Space Model, the Directed Preferential Attachment Model, and the Directed Small-world Model. For the Stochastic Block Model, the non-recoverability condition depends on the probabilities of having edges inside a community, and between different communities. For the Latent Space Model, the non-recoverability condition depends on the dimension of the latent space, and how far and spread are the communities in the latent space. For the Directed Preferential Attachment Model and the Directed Small-world Model, the non-recoverability condition depends on the ratio between homophily and neighborhood size. We also consider dynamic versions of the Stochastic Block Model and the Latent Space Model.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1dba3025b159cd9354da65e2d0436a31-Paper.pdf,2018,"model, latent, space, directed, block, condition, depends, non, recoverability, stochastic","model, latent, models, directed, probability, space, dynamic, labels, block, stochastic","{'community': 0.4523079769717264, 'limits': 0.4523079769717264, 'theoretic': 0.43685502133536724, 'information': 0.34814883300746013, 'detection': 0.3444046137963286, 'network': 0.30209843514412626, 'models': 0.26250155394660024}","recoverability, model, directed, latent, space, depends, block, attachment, preferential, condition"
Dendritic cortical microcircuits approximate the backpropagation algorithm,"João Sacramento, Rui Ponte Costa, Yoshua Bengio, Walter Senn","Deep learning has seen remarkable developments over the last years, many of them inspired by neuroscience. However, the main learning mechanism behind these advances – error backpropagation – appears to be at odds with neurobiology. Here, we introduce a multilayer neuronal network model with simplified dendritic compartments in which error-driven synaptic plasticity adapts the network towards a global desired output. In contrast to previous work our model does not require separate phases and synaptic learning is driven by local dendritic prediction errors continuously in time. Such errors originate at apical dendrites and occur due to a mismatch between predictive input from lateral interneurons and activity from actual top-down feedback. Through the use of simple dendritic compartments and different cell-types our model can represent both error and normal activity within a pyramidal neuron. We demonstrate the learning capabilities of the model in regression and classification tasks, and show analytically that it approximates the error backpropagation algorithm. Moreover, our framework is consistent with recent observations of learning between brain areas and the architecture of cortical microcircuits. Overall, we introduce a novel view of learning on dendritic cortical circuits and on how the brain may solve the long-standing synaptic credit assignment problem.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1dc3a89d0d440ba31729b0ba74b93a33-Paper.pdf,2018,"learning, dendritic, error, model, synaptic, activity, backpropagation, brain, compartments, cortical","layer, learning, error, al, et, network, input, pyramidal, dendritic, apical","{'microcircuits': 0.4568363654722388, 'cortical': 0.4311972612796078, 'dendritic': 0.4311972612796078, 'backpropagation': 0.4130060273547996, 'approximate': 0.3617278189695374, 'algorithm': 0.34353658504472917}","dendritic, synaptic, compartments, error, cortical, activity, errors, learning, driven, brain"
Structured Local Minima in Sparse Blind Deconvolution,"Yuqian Zhang, Han-wen Kuo, John Wright","Blind deconvolution is a ubiquitous problem of recovering two unknown signals from their convolution. Unfortunately, this is an ill-posed problem in general. This paper focuses on the {\em short and sparse} blind deconvolution problem, where the one unknown signal is short and the other one is sparsely and randomly supported. This variant captures the structure of the unknown signals in several important applications. We assume the short signal to have unit $\ell^2$ norm and cast the blind deconvolution problem as a nonconvex optimization problem over the sphere. We demonstrate that (i) in a certain region of the sphere, every local optimum is close to some shift truncation of the ground truth, and (ii) for a generic short signal of length $k$, when the sparsity of activation signal $\theta\lesssim k^{-2/3}$ and number of measurements $m\gtrsim\poly\paren{k}$, a simple initialization method together with a descent algorithm which escapes strict saddle points recovers a near shift truncation of the ground truth kernel.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1e1d184167ca7676cf665225e236a3d2-Paper.pdf,2018,"problem, short, signal, blind, deconvolution, unknown, ground, one, shift, signals","a0, x0, sparse, shift, local, kernel, point, problem, rc, signal","{'deconvolution': 0.4714608935497988, 'blind': 0.44219295513763135, 'minima': 0.4310658013748114, 'local': 0.37139315116944016, 'structured': 0.3670170466363935, 'sparse': 0.35176399177246453}","short, deconvolution, blind, signal, truncation, sphere, unknown, shift, problem, truth"
Solving Non-smooth Constrained Programs with Lower Complexity than $\mathcal{O}(1/\varepsilon)$: A Primal-Dual Homotopy Smoothing Approach,"Xiaohan Wei, Hao Yu, Qing Ling, Michael Neely","We propose a new primal-dual homotopy smoothing algorithm for a linearly constrained convex program, where neither the primal nor the dual function has to be smooth or strongly convex. The best known iteration complexity solving such a non-smooth problem is $\mathcal{O}(\varepsilon^{-1})$. In this paper, 
we show that by leveraging a local error bound condition on the dual function, the proposed algorithm can achieve a better primal convergence time of  $\mathcal{O}\l(\varepsilon^{-2/(2+\beta)}\log_2(\varepsilon^{-1})\r)$, where $\beta\in(0,1]$ is a local error bound parameter. 
As an example application, we show that the distributed geometric median problem, which can be formulated as a constrained convex program, has its dual function non-smooth but satisfying the aforementioned local error bound condition with $\beta=1/2$, therefore enjoying a convergence time of $\mathcal{O}\l(\varepsilon^{-4/5}\log_2(\varepsilon^{-1})\r)$. This result improves upon the $\mathcal{O}(\varepsilon^{-1})$ convergence time bound achieved by existing distributed optimization algorithms. Simulation experiments also demonstrate the performance of our proposed algorithm.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1e4d36177d71bbb3558e43af9577d70e-Paper.pdf,2018,"varepsilon, bound, dual, mathcal, algorithm, beta, convergence, convex, error, function","dual, function, λt, convergence, time, al, algorithm, et, problem, primal","{'homotopy': 0.30783350859189107, 'mathcal': 0.30783350859189107, 'smoothing': 0.30783350859189107, 'varepsilon': 0.30783350859189107, 'lower': 0.2782989798520153, 'primal': 0.2782989798520153, 'smooth': 0.268790985281391, 'solving': 0.2610223880627167, 'programs': 0.2544541327032248, 'dual': 0.24876445111213952}","varepsilon, mathcal, dual, primal, beta, log_2, bound, smooth, local, convex"
Unsupervised Cross-Modal Alignment of Speech and Text Embedding Spaces,"Yu-An Chung, Wei-Hung Weng, Schrasing Tong, James Glass","Recent research has shown that word embedding spaces learned from text corpora of different languages can be aligned without any parallel data supervision. Inspired by the success in unsupervised cross-lingual word embeddings, in this paper we target learning a cross-modal alignment between the embedding spaces of speech and text learned from corpora of their respective modalities in an unsupervised fashion. The proposed framework learns the individual speech and text embedding spaces, and attempts to align the two spaces via adversarial training, followed by a refinement procedure. We show how our framework could be used to perform the tasks of spoken word classification and translation, and the experimental results on these two tasks demonstrate that the performance of our unsupervised alignment approach is comparable to its supervised counterpart. Our framework is especially useful for developing automatic speech recognition (ASR) and speech-to-text translation systems for low- or zero-resource languages, which have little parallel audio-text data for training modern supervised ASR and speech-to-text translation models, but account for the majority of the languages spoken across the world.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1ea97de85eb634d580161c603422437f-Paper.pdf,2018,"text, speech, spaces, embedding, framework, languages, translation, unsupervised, word, alignment","word, speech, text, embedding, alignment, unsupervised, audio, training, spoken, words","{'modal': 0.3988483486527497, 'spaces': 0.3820218419413334, 'speech': 0.3820218419413334, 'alignment': 0.3583062127236988, 'cross': 0.34147970601228256, 'text': 0.34147970601228256, 'embedding': 0.3177640767946479, 'unsupervised': 0.29404844757701326}","text, speech, spaces, languages, word, translation, asr, spoken, embedding, unsupervised"
Isolating Sources of Disentanglement in Variational Autoencoders,"Ricky T. Q. Chen, Xuechen Li, Roger B. Grosse, David K. Duvenaud","We decompose the evidence lower bound to show the existence of a term measuring the total correlation between latent variables. We use this to motivate the beta-TCVAE (Total Correlation Variational Autoencoder) algorithm, a refinement and plug-in replacement of the beta-VAE for learning disentangled representations, requiring no additional hyperparameters during training. We further propose a principled classifier-free measure of disentanglement called the mutual information gap (MIG). We perform extensive quantitative and qualitative experiments, in both restricted and non-restricted settings, and show a strong relation between total correlation and disentanglement, when the model is trained using our framework.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1ee3dfcd8a0645a25a35977997223d22-Paper.pdf,2018,"correlation, total, beta, disentanglement, restricted, show, additional, algorithm, autoencoder, bound","factors, information, latent, tcvae, vae, disentangled, disentanglement, vk, mutual, variables","{'isolating': 0.5187017187126294, 'disentanglement': 0.4895905348925268, 'sources': 0.4895905348925268, 'autoencoders': 0.3900587400023803, 'variational': 0.31528546214441733}","correlation, total, disentanglement, beta, restricted, mig, tcvae, refinement, replacement, motivate"
Learning to Share and Hide Intentions using Information Regularization,"DJ Strouse, Max Kleiman-Weiner, Josh Tenenbaum, Matt Botvinick, David J. Schwab","Learning to cooperate with friends and compete with foes is a key component of multi-agent reinforcement learning. Typically to do so, one requires access to either a model of or interaction with the other agent(s). Here we show how to learn effective strategies for cooperation and competition in an asymmetric information game with no such model or interaction. Our approach is to encourage an agent to reveal or hide their intentions using an information-theoretic regularizer. We consider both the mutual information between goal and action given state, as well as the mutual information between goal and state. We show how to stochastically optimize these regularizers in a way that is easy to integrate with policy gradient reinforcement learning. Finally, we demonstrate that cooperative (competitive) policies learned with our approach lead to more (less) reward for a second agent in two simple asymmetric information games.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1ef03ed0cd5863c550128836b28ec3e9-Paper.pdf,2018,"information, agent, learning, approach, asymmetric, goal, interaction, model, mutual, reinforcement","goal, information, alice, state, bob, st, reward, policy, πg, action","{'hide': 0.4753149077809296, 'intentions': 0.4753149077809296, 'share': 0.4753149077809296, 'regularization': 0.33850522255307786, 'information': 0.33075609389985616, 'using': 0.2719504291006302, 'learning': 0.15583581131435445}","agent, information, asymmetric, mutual, interaction, goal, foes, friends, hide, stochastically"
Why Is My Classifier Discriminatory?,"Irene Chen, Fredrik D. Johansson, David Sontag","Recent attempts to achieve fairness in predictive models focus on the balance between fairness and accuracy. In sensitive applications such as healthcare or criminal justice, this trade-off is often undesirable as any increase in prediction error could have devastating consequences. In this work, we argue that the fairness of predictions should be evaluated in context of the data, and that unfairness induced by inadequate samples sizes or unmeasured predictive variables should be addressed through data collection, rather than by constraining the model. We decompose cost-based metrics of discrimination into bias, variance, and noise, and propose actions aimed at estimating and reducing each term. Finally, we perform case-studies on prediction of income, mortality, and review ratings, confirming the value of this analysis. We find that data collection is often a means to reduce discrimination without sacrificing accuracy.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1f1baa5b8edac74eb4eaa329f14a0361-Paper.pdf,2018,"data, fairness, accuracy, collection, discrimination, often, prediction, predictive, achieve, actions","discrimination, data, fairness, al, et, training, noise, prediction, groups, may","{'discriminatory': 0.7221761581984358, 'classifier': 0.6917091849395582}","fairness, discrimination, collection, predictive, confirming, income, justice, unmeasured, prediction, criminal"
Unsupervised Learning of Object Landmarks through Conditional Image Generation,"Tomas Jakab, Ankush Gupta, Hakan Bilen, Andrea Vedaldi","We propose a method for learning landmark detectors for visual objects (such as the eyes and the nose in a face) without any manual supervision. We cast this as the problem of generating images that combine the appearance of the object as seen in a first example image with the geometry of the object as seen in a second example image, where the two examples differ by a viewpoint change and/or an object deformation. In order to factorize appearance and geometry, we introduce a tight bottleneck in the geometry-extraction process that selects and distils geometry-related features. Compared to standard image generation problems, which often use generative adversarial networks, our generation task is conditioned on both appearance and geometry and thus is significantly less ambiguous, to the point that adopting a simple perceptual loss formulation is sufficient. We demonstrate that our approach can learn object landmarks from synthetic image deformations or videos, all without manual supervision, while outperforming state-of-the-art unsupervised landmark detectors. We further show that our method is applicable to a large variety of datasets - faces, people, 3D objects, and digits - without any modifications.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1f36c15d6a3d18d52e8d493bc8187cb9-Paper.pdf,2018,"geometry, image, object, appearance, without, detectors, example, generation, landmark, manual","image, landmarks, 10, keypoints, unsupervised, target, images, object, supervised, training","{'landmarks': 0.5203249536580875, 'conditional': 0.4204816820910355, 'generation': 0.37056004630750944, 'object': 0.36619375820201755, 'unsupervised': 0.3620771122749911, 'image': 0.3476244683744624, 'learning': 0.1705927164771019}","geometry, appearance, object, landmark, manual, image, detectors, seen, supervision, without"
Scalable Coordinated Exploration in Concurrent Reinforcement Learning,"Maria Dimakopoulou, Ian Osband, Benjamin Van Roy","We consider a team of reinforcement learning agents that concurrently operate in a common environment, and we develop an approach to efficient coordinated exploration that is suitable for problems of practical scale. Our approach builds on the seed sampling concept introduced in Dimakopoulou and Van Roy (2018) and on a randomized value function learning algorithm from Osband et al. (2016). We demonstrate that, for simple tabular contexts, the approach is competitive with those previously proposed in Dimakopoulou and Van Roy (2018) and with a higher-dimensional problem and a neural network value function representation, the approach learns quickly with far fewer agents than alternative exploration schemes.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1f4fe6a4411edc2ff625888b4093e917-Paper.pdf,2018,"approach, 2018, agents, dimakopoulou, exploration, function, learning, roy, value, van","seed, agent, agents, learning, sampling, time, θk, value, function, state","{'concurrent': 0.5225376362998332, 'coordinated': 0.5225376362998332, 'exploration': 0.40613026126542495, 'scalable': 0.40613026126542495, 'reinforcement': 0.3076935916617572, 'learning': 0.17131816225844176}","dimakopoulou, roy, van, 2018, approach, agents, exploration, value, osband, seed"
Bayesian Semi-supervised Learning with Graph Gaussian Processes,"Yin Cheng Ng, Nicolò Colombo, Ricardo Silva","We propose a data-efficient Gaussian process-based Bayesian approach to the semi-supervised learning problem on graphs. The proposed model shows extremely competitive performance when compared to the state-of-the-art graph neural networks on semi-supervised learning benchmark experiments, and outperforms the neural networks in active learning experiments where labels are scarce. Furthermore, the model does not require a validation data set for early stopping to control over-fitting. Our model can be viewed as an instance of empirical distribution regression weighted locally by network connectivity. We further motivate the intuitive construction of the model with a Bayesian linear model interpretation where the node features are filtered by an operator related to the graph Laplacian. The method can be easily implemented by adapting off-the-shelf scalable variational inference algorithms for Gaussian processes.",https://proceedings.neurips.cc/paper_files/paper/2018/file/1fc214004c9481e4c8073e85323bfd4b-Paper.pdf,2018,"model, learning, bayesian, data, experiments, gaussian, graph, networks, neural, semi","data, graph, model, ggp, learning, function, models, gaussian, points, gp","{'semi': 0.47306977146026763, 'supervised': 0.4221341249428534, 'processes': 0.3988234814571815, 'gaussian': 0.3807423416541995, 'graph': 0.3807423416541995, 'bayesian': 0.33493542519261893, 'learning': 0.19192811680946556}","model, semi, supervised, graph, gaussian, filtered, bayesian, laplacian, scarce, connectivity"
"Simple, Distributed, and Accelerated Probabilistic Programming","Dustin Tran, Matthew W. Hoffman, Dave Moore, Christopher Suter, Srinivas Vasudevan, Alexey Radul","We describe a simple, low-level approach for embedding probabilistic programming in a deep learning ecosystem. In particular, we distill probabilistic programming down to a single abstraction—the random variable. Our lightweight implementation in TensorFlow enables numerous applications: a model-parallel variational auto-encoder (VAE) with 2nd-generation tensor processing units (TPUv2s); a data-parallel autoregressive model (Image Transformer) with TPUv2s; and multi-GPU No-U-Turn Sampler (NUTS). For both a state-of-the-art VAE on 64x64 ImageNet and Image Transformer on 256x256 CelebA-HQ, our approach achieves an optimal linear speedup from 1 to 256 TPUv2 chips. With NUTS, we see a 100x speedup on GPUs over Stan and 37x over PyMC3.",https://proceedings.neurips.cc/paper_files/paper/2018/file/201e5bacd665709851b77148e225b332-Paper.pdf,2018,"approach, image, model, nuts, parallel, probabilistic, programming, speedup, tpuv2s, transformer","model, figure, tf, probabilistic, program, learning, variational, def, return, data","{'accelerated': 0.5228653245755871, 'programming': 0.45789735157419603, 'simple': 0.43862739970160136, 'probabilistic': 0.4232406402932894, 'distributed': 0.3813334923829025}","tpuv2s, nuts, transformer, vae, speedup, programming, parallel, probabilistic, 256, 256x256"
