Title,Authors,Abstract,PDF URL,Publication date,TF-IDF given Paper-wise Abstract,TF-IDF given Paper-wise Full Text,TF-IDF given the whole Title,TF-IDF given the whole Abstract
AutoBSS: An Efficient Algorithm for Block Stacking Style Search,"Yikang Zhang, Jian Zhang, Zhao Zhong","Neural network architecture design mostly focuses on the new convolutional operator or special topological structure of network block, little attention is drawn to the configuration of stacking each block, called Block Stacking Style (BSS). Recent studies show that BSS may also have an unneglectable impact on networks, thus we design an efficient algorithm to search it automatically. The proposed method, AutoBSS, is a novel AutoML algorithm based on Bayesian optimization by iteratively refining and clustering Block Stacking Style Code (BSSC), which can find optimal BSS in a few trials without biased evaluation. On ImageNet classification task, ResNet50/MobileNetV2/EfficientNet-B0 with our searched BSS achieve 79.29%/74.5%/77.79%, which outperform the original baselines by a large margin. More importantly, experimental results on model compression, object detection and instance segmentation show the strong generalizability of the proposed AutoBSS, and further verify the unneglectable impact of BSS on neural networks.",https://proceedings.neurips.cc/paper_files/paper/2020/file/747d3443e319a22747fbb873e8b2f9f2-Paper.pdf,2020,"bss, block, stacking, 79, algorithm, autobss, design, impact, network, networks","bss, bssc, search, block, accuracy, autobss, based, network, method, networks","{'autobss': 0.455143463814567, 'stacking': 0.455143463814567, 'style': 0.4316428683623304, 'block': 0.4020356195739625, 'algorithm': 0.308753242054277, 'search': 0.28761867307285094, 'efficient': 0.24431042527952287}","{'bss': 0.558418823796997, 'block': 0.29660213954258474, 'stacking': 0.28817720733437074, 'autobss': 0.22336752951879885, 'unneglectable': 0.22336752951879885, '79': 0.20365135876922805, 'style': 0.1504090281874355, 'impact': 0.1318084679447492, 'bssc': 0.11168376475939942, 'b0': 0.1059171544862423}"
Pushing the Limits of Narrow Precision Inferencing at Cloud Scale with Microsoft Floating Point,"Bita Darvish Rouhani, Daniel Lo, Ritchie Zhao, Ming Liu, Jeremy Fowers, Kalin Ovtcharov , Anna Vinogradsky, Sarah Massengill , Lita Yang, Ray Bittner, Alessandro Forin, Haishan Zhu, Taesik Na, Prerak Patel, Shuai Che, Lok Chand Koppaka , XIA SONG, Subhojit  Som, Kaustav  Das, Saurabh T, Steve Reinhardt , Sitaram Lanka, Eric Chung, Doug Burger","In this paper, we explore the limits of Microsoft Floating Point (MSFP), a new class of datatypes developed for production cloud-scale inferencing on custom hardware. Through the co-evolution of hardware design and algorithms, MSFP achieves accuracy comparable to or better than industry standards Bfloat16 and INT8 at 3x and 4x lower cost, respectively. MSFP incurs negligible impact to accuracy (<1%), requires no changes to the model topology, and is integrated with a mature cloud production pipeline. MSFP supports various classes of deep learning models including CNNs, RNNs, and Transformers without modification. Finally, we characterize the accuracy and implementation of MSFP and demonstrate its efficacy on a number of production scenarios, including models that power major online scenarios such as web search, question-answering, and image classification.",https://proceedings.neurips.cc/paper_files/paper/2020/file/747e32ab0fea7fbd2ad9ec03daa3f840-Paper.pdf,2020,"msfp, accuracy, production, cloud, hardware, including, models, scenarios, 3x, 4x","msfp, accuracy, bounding, box, 000, hardware, point, microsoft, bit, quantization","{'floating': 0.3449080628368081, 'inferencing': 0.3449080628368081, 'microsoft': 0.3449080628368081, 'narrow': 0.3449080628368081, 'pushing': 0.3449080628368081, 'precision': 0.32709929374011565, 'cloud': 0.3046628981035876, 'limits': 0.284019479125075, 'scale': 0.25944013024668294, 'point': 0.2395881169836014}","{'msfp': 0.6192946460193409, 'production': 0.31959273935912236, 'cloud': 0.1706733375180469, 'hardware': 0.16804304132398062, 'accuracy': 0.14583791478663588, 'scenarios': 0.13296918477024114, 'bfloat16': 0.1238589292038682, 'datatypes': 0.1238589292038682, 'inferencing': 0.1238589292038682, 'mature': 0.1238589292038682}"
Stochastic Optimization with Laggard Data Pipelines,"Naman Agarwal, Rohan Anil, Tomer Koren, Kunal Talwar, Cyril Zhang","State-of-the-art optimization is steadily shifting towards massively parallel pipelines with extremely large batch sizes. As a consequence, CPU-bound preprocessing and disk/memory/network operations have emerged as new performance bottlenecks, as opposed to hardware-accelerated gradient computations. In this regime, a recently proposed approach is data echoing (Choi et al., 2019), which takes repeated gradient steps on the same batch while waiting for fresh data to arrive from upstream. We provide the first convergence analyses of ""data-echoed"" extensions of common optimization methods, showing that they exhibit provable improvements over their synchronous counterparts. Specifically, we show that in convex optimization with stochastic minibatches, data echoing affords speedups on the curvature-dominated part of the convergence rate, while maintaining the optimal statistical rate.",https://proceedings.neurips.cc/paper_files/paper/2020/file/74dbd1111727a31a2b825d615d80b2e7-Paper.pdf,2020,"data, optimization, batch, convergence, echoing, gradient, rate, 2019, accelerated, affords","data, gradient, echoed, echoing, algorithm, descent, optimization, batch, steps, fout","{'laggard': 0.5872259065040993, 'pipelines': 0.5872259065040993, 'stochastic': 0.3480308850162047, 'data': 0.31925232558919825, 'optimization': 0.2954385302251613}","{'echoing': 0.31700537913560667, 'batch': 0.18395705527873332, 'optimization': 0.16487781605827787, 'data': 0.16014014618750003, 'affords': 0.15850268956780333, 'choi': 0.15850268956780333, 'echoed': 0.15850268956780333, 'steadily': 0.15850268956780333, 'waiting': 0.15850268956780333, 'massively': 0.15031865995567653}"
Self-supervised Auxiliary Learning with Meta-paths for Heterogeneous Graphs,"Dasol Hwang, Jinyoung Park, Sunyoung Kwon, KyungMin Kim, Jung-Woo Ha, Hyunwoo J. Kim","Graph neural networks have shown superior performance in a wide range of applications providing a powerful representation of graph-structured data.  Recent works show that the representation can be further improved by auxiliary tasks. However, the auxiliary tasks for heterogeneous graphs, which contain rich semantic information with various types of nodes and edges, have less explored in the literature. In this paper, to learn graph neural networks on heterogeneous graphs we propose a novel self-supervised auxiliary learning method using meta paths, which are composite relations of multiple edge types. Our proposed method is learning to learn a primary task by predicting meta-paths as auxiliary tasks. This can be viewed as a type of meta-learning. The proposed method can identify an effective combination of auxiliary tasks and automatically balance them to improve the primary task. Our methods can be applied to any graph neural networks in a plug-in manner without manual labeling or additional data. The experiments demonstrate that the proposed method consistently improves the performance of link prediction and node classification on heterogeneous graphs.",https://proceedings.neurips.cc/paper_files/paper/2020/file/74de5f915765ea59816e770a8e686f38-Paper.pdf,2020,"auxiliary, graph, method, tasks, graphs, heterogeneous, learning, meta, networks, neural","meta, learning, auxiliary, tasks, task, prediction, path, primary, graph, heterogeneous","{'paths': 0.483919506282386, 'auxiliary': 0.4507264982051161, 'heterogeneous': 0.38382271726505846, 'graphs': 0.3487991899201653, 'meta': 0.3124358390918255, 'self': 0.29732024314954747, 'supervised': 0.29610564448184634, 'learning': 0.1413957172192279}","{'auxiliary': 0.4877431641274824, 'heterogeneous': 0.25677904047117867, 'graph': 0.23367067851847784, 'meta': 0.22019844786488116, 'graphs': 0.21111986689416917, 'paths': 0.20376676535383667, 'primary': 0.19323212896965483, 'tasks': 0.1753829883862898, 'method': 0.15364452268098594, 'types': 0.15080306346024702}"
GPS-Net: Graph-based Photometric Stereo Network,"Zhuokun Yao, Kun Li, Ying Fu, Haofeng Hu, Boxin Shi","Learning-based photometric stereo methods predict the surface normal either in a per-pixel or an all-pixel manner. Per-pixel methods explore the inter-image intensity variation of each pixel but ignore features from the intra-image spatial domain. All-pixel methods explore the intra-image intensity variation of each input image but pay less attention to the inter-image lighting variation. In this paper, we present a Graph-based Photometric Stereo Network, which unifies per-pixel and all-pixel processings to explore both inter-image and intra-image information. For per-pixel operation, we propose the Unstructured Feature Extraction Layer to connect an arbitrary number of input image-light pairs into graph structures, and introduce Structure-aware Graph Convolution filters to balance the input data by appropriately weighting shadows and specular highlights. For all-pixel operation, we propose the Normal Regression Network to make efficient use of the intra-image spatial information for predicting a surface normal map with rich details. Experimental results on the real-world benchmark show that our method achieves excellent performance under both sparse and dense lighting distributions.",https://proceedings.neurips.cc/paper_files/paper/2020/file/7503cfacd12053d309b6bed5c89de212-Paper.pdf,2020,"image, pixel, intra, per, explore, graph, input, inter, methods, normal","pixel, image, 10, methods, net, map, performance, input, per, number","{'gps': 0.4740884613414734, 'photometric': 0.4740884613414734, 'stereo': 0.43224169393375533, 'net': 0.40776290422384004, 'network': 0.2751117899885732, 'graph': 0.24701682225875643, 'based': 0.24631887085733983}","{'pixel': 0.542611203989189, 'image': 0.329818872370935, 'intra': 0.2608523330578986, 'per': 0.20653324130214076, 'normal': 0.19563924979342398, 'inter': 0.19214369939549608, 'variation': 0.17635750653268656, 'photometric': 0.1734048319714764, 'lighting': 0.15367614809275362, 'stereo': 0.15367614809275362}"
Consistent Structural Relation Learning for Zero-Shot Segmentation,"Peike Li, Yunchao Wei, Yi Yang","Zero-shot semantic segmentation aims to recognize the semantics of pixels from unseen categories with zero training samples. Previous practice [1] proposed to train the classifiers for unseen categories using the visual features generated from semantic word embeddings. However, the generator is merely learned on the seen categories while no constraint is applied to the unseen categories, leading to poor generalization ability.  In this work, we propose a Consistent Structural Relation Learning (CSRL) approach to constrain the generating of unseen visual features by exploiting the structural relations between seen and unseen categories. We observe that different categories are usually with similar relations in either semantic word embedding space or visual feature space. This observation motivates us to harness the similarity of category-level relations on the semantic word embedding space to learn a better visual feature generator. Concretely, by exploring the pair-wise and list-wise structures, we impose the relations of generated visual features to be consistent with their counterparts in the semantic word embedding space. In this way, the relations between seen and unseen categories will be transferred to implicitly constrain the generator to produce relation-consistent unseen visual features. We conduct extensive experiments on Pascal-VOC and Pascal-Context benchmarks. The proposed CSRL significantly outperforms existing state-of-the-art methods by a large margin, resulting in ~7-12% on Pascal-VOC and ~2-5% on Pascal-Context.",https://proceedings.neurips.cc/paper_files/paper/2020/file/7504adad8bb96320eb3afdd4df6e1f60-Paper.pdf,2020,"categories, unseen, visual, relations, semantic, features, pascal, space, word, consistent","unseen, visual, semantic, features, categories, seen, space, csrl, relation, segmentation","{'relation': 0.48515475107643685, 'structural': 0.421258627984882, 'consistent': 0.3948446029367321, 'zero': 0.3948446029367321, 'segmentation': 0.37610355391502964, 'shot': 0.3373613585295185, 'learning': 0.1417566415492635}","{'categories': 0.4041554971997636, 'unseen': 0.34332848269165384, 'relations': 0.2722685035425451, 'pascal': 0.26878804525840144, 'visual': 0.2515453398990717, 'word': 0.24442854483191395, 'semantic': 0.23385052316406316, 'csrl': 0.16623348839429705, 'generator': 0.16336110212552707, 'seen': 0.14978840722390752}"
Model Selection in Contextual Stochastic Bandit Problems,"Aldo Pacchiano, My Phan, Yasin Abbasi Yadkori, Anup Rao, Julian Zimmert, Tor Lattimore, Csaba Szepesvari","We study bandit model selection in stochastic environments. Our approach relies on a master algorithm that selects between candidate base algorithms. We develop a master-base algorithm abstraction that can work with general classes of base algorithms and different type of adversarial master algorithms. Our methods rely on a novel and generic smoothing transformation for bandit algorithms that permits us to obtain optimal $O(\sqrt{T})$ model selection guarantees for stochastic contextual bandit problems as long as the optimal base algorithm satisfies a high probability regret guarantee.  We show through a lower bound that even when one of the base algorithms has $O(\log T)$ regret, in general it is impossible to get better than $\Omega(\sqrt{T})$ regret in model selection, even asymptotically. Using our techniques, we address model selection in a variety of problems such as misspecified linear contextual bandits \citep{lattimore2019learning}, linear bandit with unknown dimension \citep{Foster-Krishnamurthy-Luo-2019} and reinforcement learning with unknown feature maps. Our algorithm requires the knowledge of the optimal base regret to adjust the master learning rate. We show that without such prior knowledge any master can suffer a regret larger than the optimal base regret.",https://proceedings.neurips.cc/paper_files/paper/2020/file/751d51528afe5e6f7fe95dece4ed32ba-Paper.pdf,2020,"base, regret, algorithms, master, algorithm, bandit, model, optimal, selection, citep","base, regret, algorithm, algorithms, master, corral, optimal, action, bandit, step","{'bandit': 0.4538003304908751, 'contextual': 0.43709311630566033, 'problems': 0.4322609851977167, 'selection': 0.4322609851977167, 'stochastic': 0.3484618274322337, 'model': 0.32846629035407265}","{'base': 0.47810402725426615, 'master': 0.4027009619243608, 'regret': 0.30297333353929734, 'bandit': 0.24718865552175773, 'selection': 0.22907132595994195, 'citep': 0.16942398572153397, 'algorithms': 0.16554202924060024, 'optimal': 0.1434613909693103, 'contextual': 0.13310258069269723, 'sqrt': 0.12089086409399687}"
Truncated Linear Regression in High Dimensions,"Constantinos Daskalakis, Dhruv Rohatgi, Emmanouil Zampetakis","As in standard linear regression, in truncated linear regression, we are given access to observations (Ai, yi)i whose dependent variable equals yi= Ai^{\rm T} \cdot x^* + \etai, where x^* is some fixed unknown vector of interest and \etai is independent noise; except we are only given an observation if its dependent variable yi lies in some ""truncation set"" S \subset \mathbb{R}. The goal is to recover x^* under some favorable conditions on the Ai's and the noise distribution. We prove that there exists a computationally and statistically efficient method for recovering k-sparse n-dimensional vectors x^* from m truncated samples, which attains an optimal \ell2 reconstruction error of O(\sqrt{(k \log n)/m}). As a corollary, our guarantees imply a computationally efficient and information-theoretically optimal algorithm for compressed sensing with truncation, such as that which may arise from measurement saturation effects. Our result follows from a statistical and computational analysis of the Stochastic Gradient Descent (SGD) algorithm for solving a natural adaption of the LASSO optimization problem that accommodates truncation. This generalizes the works of both: (1) [Daskalakis et al. 2018], where no regularization is needed due to the low dimensionality of the data, and (2) [Wainright 2009], where the objective function is simple due to the absence of truncation. In order to deal with both truncation and high-dimensionality at the same time, we develop new techniques that not only generalize the existing ones but we believe are of independent interest.",https://proceedings.neurips.cc/paper_files/paper/2020/file/751f6b6b02bf39c41025f3bcfd9948ad-Paper.pdf,2020,"truncation, ai, yi, algorithm, computationally, dependent, dimensionality, due, efficient, etai","program, set, algorithm, log, truncation, high, section, truncated, rn, let","{'truncated': 0.5668360911334138, 'dimensions': 0.5375684278041198, 'high': 0.37896629927973, 'regression': 0.37896629927973, 'linear': 0.32013453302830536}","{'truncation': 0.48278701280168657, 'yi': 0.2989908365697149, 'ai': 0.22594304198573287, 'etai': 0.21862476118320381, 'truncated': 0.18374726305800218, 'dimensionality': 0.14057791681745446, 'dependent': 0.1184739307550595, 'variable': 0.11698875407852463, 'computationally': 0.11391121737438126, 'interest': 0.10943521685341545}"
Incorporating Pragmatic Reasoning Communication into Emergent Language,"Yipeng Kang, Tonghan Wang, Gerard  de Melo","Emergentism and pragmatics are two research fields that study the dynamics of linguistic communication along quite different timescales and intelligence levels. From the perspective of multi-agent reinforcement learning, they correspond to stochastic games with reinforcement training and stage games with opponent awareness, respectively. Given that their combination has been explored in linguistics, in this work, we combine computational models of short-term mutual reasoning-based pragmatics with long-term language emergentism. We explore this for agent communication in two settings, referential games and Starcraft II, assessing the relative merits of different kinds of mutual reasoning pragmatics models both empirically and theoretically. Our results shed light on their importance for making inroads towards getting more natural, accurate, robust, fine-grained, and succinct utterances.",https://proceedings.neurips.cc/paper_files/paper/2020/file/7520fa31d14f45add6d61e52df5a03ff-Paper.pdf,2020,"games, pragmatics, agent, communication, different, emergentism, models, mutual, reasoning, reinforcement","al, et, speaker, game, language, model, term, models, agents, listener","{'pragmatic': 0.4673061641854614, 'emergent': 0.4352526985140144, 'incorporating': 0.4352526985140144, 'communication': 0.3803184786674912, 'reasoning': 0.3803184786674912, 'language': 0.33682463590850614}","{'pragmatics': 0.41175260180547874, 'emergentism': 0.28944685395657943, 'games': 0.2632702540052402, 'mutual': 0.18611723364895766, 'communication': 0.1746851711869028, 'reasoning': 0.17387504627342545, 'term': 0.161702601964624, 'inroads': 0.14472342697828972, 'linguistics': 0.14472342697828972, 'referential': 0.14472342697828972}"
Deep Subspace Clustering with Data Augmentation,"Mahdi Abavisani, Alireza Naghizadeh, Dimitris Metaxas, Vishal Patel","The idea behind data augmentation techniques is based on the fact that slight changes in the percept do not change the brain cognition. In classification, neural networks use this fact by applying transformations to the inputs to learn to predict the same label. However, in deep subspace clustering (DSC), the ground-truth labels are not available, and as a result, one cannot easily use data augmentation techniques. We propose a technique to exploit the benefits of data augmentation in DSC algorithms.   We learn representations that have consistent subspaces for slightly transformed inputs.  In particular, we introduce a temporal ensembling component to the objective function of DSC algorithms to enable the DSC networks to maintain consistent subspaces for random transformations in the input data.  In addition,  we provide a simple yet effective unsupervised procedure to find efficient data augmentation policies. An augmentation policy is defined as an image processing transformation with a certain magnitude and probability of being applied to each image in each epoch.  We search through the policies in a search space of the most common augmentation policies to find the best policy such that the DSC network yields the highest mean Silhouette coefficient in its clustering results on a target dataset. Our method achieves state-of-the-art performance on four standard subspace clustering datasets.",https://proceedings.neurips.cc/paper_files/paper/2020/file/753a043674f0193523abc1bbce678686-Paper.pdf,2020,"augmentation, data, dsc, clustering, policies, algorithms, consistent, fact, find, image","subspace, augmentation, clustering, data, policies, search, qt, coefﬁcient, mlrdsc, deep","{'subspace': 0.5905124300211972, 'augmentation': 0.4871868745931616, 'clustering': 0.4537448679601889, 'data': 0.352119952921701, 'deep': 0.2899502591287295}","{'dsc': 0.5433210002141176, 'augmentation': 0.40326113666340374, 'clustering': 0.18766257414249646, 'subspaces': 0.17570249052224338, 'policies': 0.1703391896987809, 'subspace': 0.15977907068154004, 'transformations': 0.13891815159292606, 'data': 0.1372334826593084, 'fact': 0.13055241438930984, 'inputs': 0.1209837668654607}"
An Empirical Process Approach to the Union Bound: Practical Algorithms for Combinatorial and Linear Bandits,"Julian Katz-Samuels, Lalit Jain, zohar karnin, Kevin G. Jamieson","This paper proposes near-optimal algorithms for the pure-exploration linear bandit problem in the fixed confidence and fixed budget settings. Leveraging ideas from the theory of suprema of empirical processes, we provide an algorithm whose sample complexity scales with the geometry of the instance and avoids an explicit union bound over the number of arms. Unlike previous approaches which sample based on minimizing a worst-case variance (e.g. G-optimal design), we define an experimental design objective based on the Gaussian-width of the underlying arm set.
We provide a novel lower bound in terms of this objective that highlights its fundamental role in the sample complexity. The sample complexity of our fixed confidence algorithm matches this lower bound, and in addition is computationally efficient for combinatorial classes, e.g. shortest-path, matchings and matroids, where the arm sets can be exponentially large in the dimension. Finally, we propose the first algorithm for linear bandits in the the fixed budget setting. Its guarantee matches our lower bound up to logarithmic factors.",https://proceedings.neurips.cc/paper_files/paper/2020/file/75800f73fa80f935216b8cfbedf77bfa-Paper.pdf,2020,"bound, fixed, sample, algorithm, complexity, lower, arm, based, budget, confidence","log, algorithm, linear, bound, bandits, combinatorial, complexity, zk, sample, lower","{'union': 0.4229554962718288, 'combinatorial': 0.34194488178142013, 'empirical': 0.33113662391885973, 'process': 0.33113662391885973, 'bound': 0.32213897919612017, 'practical': 0.32213897919612017, 'approach': 0.27362201343428866, 'bandits': 0.27196463131896287, 'algorithms': 0.26727814036265, 'linear': 0.23887445137798738}","{'fixed': 0.3318393837767024, 'bound': 0.24962152121705927, 'sample': 0.23724531459633855, 'arm': 0.2021857434979657, 'budget': 0.19788439894413304, 'lower': 0.19759605266996597, 'complexity': 0.18662616780770028, 'matches': 0.1862937615730293, 'confidence': 0.17987653764206796, 'matchings': 0.14902437787748066}"
Can Graph Neural Networks Count Substructures?,"Zhengdao Chen, Lei Chen, Soledad Villar, Joan Bruna","The ability to detect and count certain substructures in graphs is important for solving many tasks on graph-structured data, especially in the contexts of computational chemistry and biology as well as social network analysis. Inspired by this, we propose to study the expressive power of graph neural networks (GNNs) via their ability to count attributed graph substructures, extending recent works that examine their power in graph isomorphism testing and function approximation. We distinguish between two types of substructure counting: induced-subgraph-count and subgraph-count, and establish both positive and negative answers for popular GNN architectures. Specifically, we prove that Message Passing Neural Networks (MPNNs), 2-Weisfeiler-Lehman (2-WL) and 2-Invariant Graph Networks (2-IGNs) cannot perform induced-subgraph-count of substructures consisting of 3 or more nodes, while they can perform subgraph-count of star-shaped substructures. As an intermediary step, we prove that 2-WL and 2-IGNs are equivalent in distinguishing non-isomorphic graphs, partly answering an open problem raised in Maron et al. (2019). We also prove positive results for k-WL and k-IGNs as well as negative results for k-WL with a finite number of iterations. We then conduct experiments that support the theoretical results for MPNNs and 2-IGNs. Moreover, motivated by substructure counting and inspired by Murphy et al. (2019), we propose the Local Relational Pooling model and demonstrate that it is not only effective for substructure counting but also able to achieve competitive performance on molecular prediction tasks.",https://proceedings.neurips.cc/paper_files/paper/2020/file/75877cb75154206c4e65e76b88a12712-Paper.pdf,2020,"count, graph, igns, subgraph, substructures, wl, counting, networks, prove, results","count, wl, graph, subgraph, graphs, induced, nodes, counting, igns, substructures","{'substructures': 0.6321463140403318, 'count': 0.5995064631494118, 'graph': 0.3293705424826979, 'networks': 0.26305745324592134, 'neural': 0.25159264759473476}","{'count': 0.4201883877431864, 'igns': 0.3256900258380999, 'substructures': 0.29694206871698364, 'wl': 0.29694206871698364, 'subgraph': 0.2681941115958674, 'substructure': 0.23165516171243036, 'counting': 0.188533226030756, 'graph': 0.17558570310708232, 'mpnns': 0.14847103435849182, '2019': 0.10600747992931099}"
A Bayesian Perspective on Training Speed and Model Selection,"Clare Lyle, Lisa Schut, Robin Ru, Yarin Gal, Mark van der Wilk","We take a Bayesian perspective to illustrate a connection between training speed and the marginal likelihood in linear models. This provides two major insights: first, that a measure of a model's training speed can be used to estimate its marginal likelihood. Second, that this measure, under certain conditions, predicts the relative weighting of models in linear model combinations trained to minimize a regression loss. We verify our results in model selection tasks for linear models and for the infinite-width limit of deep neural networks. We further provide encouraging empirical evidence that the intuition developed in these settings also holds for deep neural networks trained with stochastic gradient descent. Our results suggest a promising new direction towards explaining why neural networks trained with stochastic gradient descent are biased towards functions that generalize well.",https://proceedings.neurips.cc/paper_files/paper/2020/file/75a7c30fc0063c4952d7eb044a3c0897-Paper.pdf,2020,"linear, model, models, networks, neural, trained, deep, descent, gradient, likelihood","model, training, models, linear, log, likelihood, posterior, bayesian, marginal, selection","{'speed': 0.5389861411521444, 'perspective': 0.43462403078046885, 'selection': 0.43462403078046885, 'bayesian': 0.3444593181841687, 'model': 0.3302619204087933, 'training': 0.3224479577019993}","{'marginal': 0.24261225192259117, 'trained': 0.22234114023185758, 'speed': 0.2204480482639473, 'linear': 0.20745464012409442, 'likelihood': 0.19877764509616752, 'measure': 0.19877764509616752, 'towards': 0.19695196486919794, 'descent': 0.1670305939075326, 'networks': 0.16662656117375707, 'stochastic': 0.15864423121472496}"
On the Modularity of Hypernetworks,"Tomer Galanti, Lior Wolf","In the context of learning to map an input $I$ to a function $h_I:\mathcal{X}\to \mathbb{R}$, two alternative methods are compared: (i) an embedding-based method, which learns a fixed function in which $I$ is encoded as a conditioning signal $e(I)$ and the learned function takes the form $h_I(x) = q(x,e(I))$, and (ii) hypernetworks, in which the weights $\theta_I$ of the function $h_I(x) = g(x;\theta_I)$ are given by a hypernetwork $f$ as $\theta_I=f(I)$. 
In this paper, we define the property of modularity as the ability to effectively learn a different function for each input instance $I$. For this purpose, we adopt an expressivity perspective of this property and extend the theory of~\cite{devore} and provide a lower bound on the complexity (number of trainable parameters) of neural networks as function approximators, by eliminating the requirements for the approximation method to be robust. Our results are then used to compare the complexities of $q$ and $g$, showing that under certain conditions and when letting the functions $e$ and $f$ be as large as we wish, $g$ can be smaller than $q$ by orders of magnitude. This sheds light on the modularity of hypernetworks in comparison with the embedding-based method. Besides, we show that for a structured target function, the overall number of trainable parameters in a hypernetwork is smaller by orders of magnitude than the number of trainable parameters of a standard neural network and an embedding method.",https://proceedings.neurips.cc/paper_files/paper/2020/file/75c58d36157505a600e0695ed0b3a22d-Paper.pdf,2020,"function, method, embedding, h_i, number, parameters, theta_i, trainable, based, hypernetwork","function, neural, embedding, networks, functions, θf, network, method, class, hypernetwork","{'hypernetworks': 0.7071067811865475, 'modularity': 0.7071067811865475}","{'h_i': 0.35403027138431337, 'theta_i': 0.35403027138431337, 'function': 0.27892561047230024, 'trainable': 0.2420020231548375, 'hypernetworks': 0.20848046212511617, 'modularity': 0.20848046212511617, 'hypernetwork': 0.20300066817957962, 'embedding': 0.19504965445368225, 'orders': 0.16133468210322502, 'parameters': 0.15066501073459276}"
Doubly Robust Off-Policy Value and Gradient Estimation for Deterministic Policies,"Nathan Kallus, Masatoshi Uehara","Offline reinforcement learning, wherein one uses off-policy data logged by a fixed behavior policy to evaluate and learn new policies, is crucial in applications where experimentation is limited such as medicine. We study the estimation of policy value and gradient of a deterministic policy from off-policy data when actions are continuous. Targeting deterministic policies, for which action is a deterministic function of state, is crucial since optimal policies are always deterministic (up to ties). In this setting, standard importance sampling and doubly robust estimators for policy value and gradient fail because the density ratio does not exist. To circumvent this issue, we propose several new doubly robust estimators based on different kernelization approaches. We analyze the asymptotic mean-squared error of each of these under mild rate conditions for nuisance estimators. Specifically, we demonstrate how to obtain a rate that is independent of the horizon length.",https://proceedings.neurips.cc/paper_files/paper/2020/file/75df63609809c7a2052fdffe5c00a84e-Paper.pdf,2020,"policy, deterministic, estimators, policies, crucial, data, doubly, gradient, new, rate","st, policy, πb, estimators, rate, deterministic, gradient, τt, qk, mse","{'doubly': 0.49509834003037795, 'deterministic': 0.407695811731864, 'policies': 0.37241338102082183, 'value': 0.363994547582607, 'policy': 0.2947296826719249, 'estimation': 0.2909074459431992, 'gradient': 0.27370383811448734, 'robust': 0.2665923532484455}","{'policy': 0.38220589252702414, 'deterministic': 0.35978901169505717, 'estimators': 0.2662860978658099, 'doubly': 0.26573587267986915, 'policies': 0.23579362405113008, 'crucial': 0.17118322345727252, 'kernelization': 0.15041944004796273, 'ties': 0.15041944004796273, 'value': 0.14366701808903123, 'logged': 0.14265277593047182}"
Provably Efficient Neural GTD for Off-Policy Learning,"Hoi-To Wai, Zhuoran Yang, Zhaoran Wang, Mingyi Hong","This paper studies a gradient temporal difference (GTD) algorithm using neural network (NN) function approximators to minimize the mean squared Bellman error (MSBE). For off-policy learning, we show that the minimum MSBE problem can be recast into a min-max optimization involving a pair of over-parameterized primal-dual NNs. The resultant formulation can then be tackled using a neural GTD algorithm. We analyze the convergence of the proposed algorithm with a 2-layer ReLU NN architecture using $m$ neurons and prove that it computes an approximate optimal solution to the minimum MSBE problem as $m \rightarrow \infty$.",https://proceedings.neurips.cc/paper_files/paper/2020/file/75ebb02f92fc30a8040bbd625af999f1-Paper.pdf,2020,"algorithm, msbe, using, gtd, minimum, neural, nn, problem, analyze, approximate","neural, function, gtd, nn, algorithm, al, et, jυ, msbe, policy","{'gtd': 0.6430626229850029, 'provably': 0.47277736480867355, 'policy': 0.3828121152636394, 'efficient': 0.3451810591458686, 'neural': 0.2559373111771229, 'learning': 0.17819382650909416}","{'msbe': 0.5191348720886217, 'gtd': 0.32822012262129063, 'nn': 0.2671228998679454, 'minimum': 0.2069535499153221, 'resultant': 0.17304495736287392, 'recast': 0.1528534235435643, 'using': 0.15026732962126632, 'tackled': 0.14883575562230902, 'algorithm': 0.14842232163574642, 'rightarrow': 0.1424963459862013}"
