Title,Authors,Abstract,PDF URL,Publication date,TF-IDF given Paper-wise Abstract,TF-IDF given Paper-wise Full Text,TF-IDF given the whole Title,TF-IDF given the whole Abstract
When to Trust Your Model: Model-Based Policy Optimization,"Michael Janner, Justin Fu, Marvin Zhang, Sergey Levine","Designing effective model-based reinforcement learning algorithms is difficult because the ease of data generation must be weighed against the bias of model-generated data. In this paper, we study the role of model usage in policy optimization both theoretically and empirically. We first formulate and analyze a model-based reinforcement learning algorithm with a guarantee of monotonic improvement at each step. In practice, this analysis is overly pessimistic and suggests that real off-policy data is always preferable to model-generated on-policy data, but we show that an empirical estimate of model generalization can be incorporated into such analysis to justify model usage. Motivated by this analysis, we then demonstrate that a simple procedure of using short model-generated rollouts branched from real data has the benefits of more complicated model-based algorithms without the usual pitfalls. In particular, this approach surpasses the sample efficiency of prior model-based methods, matches the asymptotic performance of the best model-free algorithms, and scales to horizons that cause other model-based methods to fail entirely.",https://proceedings.neurips.cc/paper_files/paper/2019/file/5faf461eff3099671ad63c6f3f094f7f-Paper.pdf,2019,"model, based, data, algorithms, analysis, generated, policy, learning, methods, real","model, policy, based, al, et, rollouts, data, learning, 2018, distribution","{'model': 0.6622846712178192, 'trust': 0.4902221858373384, 'policy': 0.36582324530537447, 'based': 0.31091229879535176, 'optimization': 0.30094537450308306}","{'model': 0.4433997647292293, 'generated': 0.23635657708673588, 'usage': 0.2099674637371225, 'policy': 0.20683168783156428, 'data': 0.19415245764717257, 'based': 0.19134283374829442, 'analysis': 0.16091918724490303, 'branched': 0.14306139144158936, 'weighed': 0.14306139144158936, 'algorithms': 0.14039893138414639}"
On Making Stochastic Classifiers Deterministic,"Andrew Cotter, Maya Gupta, Harikrishna Narasimhan","Stochastic classifiers arise in a number of machine learning problems, and have become especially prominent of late, as they often result from constrained optimization problems, e.g. for fairness, churn, or custom losses. Despite their utility, the inherent randomness of stochastic classifiers may cause them to be problematic to use in practice for a variety of practical reasons. In this paper, we attempt to answer the theoretical question of how well a stochastic classifier can be approximated by a deterministic one, and compare several different approaches, proving lower and upper bounds. We also experimentally investigate the pros and cons of these methods, not only in regard to how successfully each deterministic classifier approximates the original stochastic classifier, but also in terms of how well each addresses the other issues that can make stochastic classifiers undesirable.",https://proceedings.neurips.cc/paper_files/paper/2019/file/5fc34ed307aac159a30d81181c99847e-Paper.pdf,2019,"stochastic, classifier, classifiers, also, deterministic, problems, well, addresses, answer, approaches","stochastic, classiﬁer, deterministic, hashing, 01, classiﬁers, dx, distribution, metrics, fairness","{'deterministic': 0.598856012678104, 'making': 0.507029560289599, 'classifiers': 0.49822310283916316, 'stochastic': 0.3688715777464226}","{'stochastic': 0.34531850183988677, 'classifier': 0.2969789027295369, 'classifiers': 0.2969789027295369, 'deterministic': 0.21418883171290692, 'late': 0.16558796389024996, 'churn': 0.1567189383100005, 'randomness': 0.1567189383100005, 'cons': 0.15042626451752864, 'prominent': 0.15042626451752864, 'pros': 0.15042626451752864}"
Blind Super-Resolution Kernel Estimation using an Internal-GAN,"Sefi Bell-Kligler, Assaf Shocher, Michal Irani","Super resolution (SR) methods typically assume that the low-resolution (LR) image was downscaled from the unknown high-resolution (HR) image by a fixed `ideal’ downscaling kernel (e.g. Bicubic downscaling). However, this is rarely the case in real LR images, in contrast to synthetically generated SR datasets. When the assumed downscaling kernel deviates from the true one, the performance of SR methods significantly deteriorates. This gave rise to Blind-SR -  namely, SR when the downscaling kernel  (SR-kernel’’) is unknown.  It was further shown that the true SR-kernel is the one that maximizes the recurrence of patches across scales of the LR image. In this paper we show how this powerful cross-scale recurrence property can be realized using Deep Internal Learning. We introduceKernelGAN’’, an image-specific Internal-GAN,  which trains solely on the LR test image at test time, and learns its internal distribution of patches. Its Generator is trained to produce a downscaled version of the LR test image,  such that its Discriminator cannot distinguish between the patch distribution of the downscaled image, and the patch distribution of the original LR image. The Generator, once trained, constitutes the downscaling operation with the correct image-specific SR-kernel. KernelGAN is fully unsupervised, requires no  training  data  other  than  the  input image itself, and leads to state-of-the-art results in Blind-SR when plugged into existing SR algorithms.",https://proceedings.neurips.cc/paper_files/paper/2019/file/5fd0b37cd7dbbb00f97ba6ce92bf5add-Paper.pdf,2019,"image, sr, kernel, lr, downscaling, distribution, downscaled, internal, resolution, test","sr, kernel, image, lr, linear, input, blind, images, downscaling, deep","{'internal': 0.43506728367585623, 'super': 0.43506728367585623, 'blind': 0.37192874398718617, 'resolution': 0.3630695232077533, 'gan': 0.3486261875851504, 'kernel': 0.3087902042985161, 'estimation': 0.26584691424748363, 'using': 0.25242079412728335}","{'sr': 0.5796090155465454, 'lr': 0.3956553112919321, 'downscaling': 0.31205307673349253, 'image': 0.2714150182391098, 'kernel': 0.21877027657369194, 'downscaled': 0.19782765564596605, 'internal': 0.15100453371560377, 'resolution': 0.13400306590757882, 'patches': 0.12482123069339701, 'recurrence': 0.1159218031093091}"
Learning to Learn By Self-Critique,"Antreas Antoniou, Amos J. Storkey","In few-shot learning, a machine learning system is required to learn from a small set of labelled examples of a specific task, such that it can achieve strong generalization on new unlabelled examples of the same task. Given the limited availability of labelled examples in such tasks, we need to make use of all the information we can. For this reason we propose the use of transductive meta-learning for few shot settings to obtain state-of-the-art few-shot learning.Usually a model learns task-specific information from a small training-set (the \emph{support-set}) and subsequently produces predictions on a small unlabelled validation set (\emph{target-set}). The target-set contains additional task-specific information which is not utilized by existing few-shot learning methods. This is a challenge requiring approaches beyond the current methods as at inference time, the target-set contains only input data-points, and so discriminative-based learning cannot be used.In this paper, we propose a framework called \emph{Self-Critique and Adapt} or SCA. This approach learns to learn a label-free loss function, parameterized as a neural network, which leverages target-set information. A base-model learns on a support-set using existing methods (e.g. stochastic gradient descent combined with the cross-entropy loss), and then is updated for the incoming target-task using a new learned loss function (i.e. the meta-learned label-free loss). This unsupervised loss function is optimized such that the learnt model achieves higher generalization performance. Experiments demonstrate that SCA offers substantially higher and state-of-the-art generalization performance compared to baselines which only adapt on the support-set.",https://proceedings.neurips.cc/paper_files/paper/2019/file/6018df1842f7130f1b85a6f8e911b96b-Paper.pdf,2019,"set, learning, loss, target, task, information, shot, emph, examples, function","set, model, learning, al, et, critic, loss, target, network, maml","{'critique': 0.6682246280272527, 'learn': 0.5576424755355525, 'self': 0.44527701772791184, 'learning': 0.21033091417991176}","{'set': 0.3778772464673782, 'target': 0.24728535541258873, 'shot': 0.24035022078417698, 'loss': 0.21421791029848067, 'sca': 0.1977811741182867, 'task': 0.19333654351341373, 'support': 0.17643626153967326, 'labelled': 0.16907845391778775, 'emph': 0.1689885453400873, 'unlabelled': 0.16505106056215493}"
Learning New Tricks From Old Dogs: Multi-Source Transfer Learning From Pre-Trained Networks,"Joshua Lee, Prasanna Sattigeri, Gregory Wornell","The advent of deep learning algorithms for mobile devices and sensors has led to a dramatic expansion in the availability and number of systems trained on a wide range of machine learning tasks, creating a host of opportunities and challenges in the realm of transfer learning.  Currently, most transfer learning methods require some kind of control over the systems learned, either by enforcing constraints during the source training, or through the use of a joint optimization objective between tasks that requires all data be co-located for training.  However, for practical, privacy, or other reasons, in a variety of applications we may have no control over the individual source task training, nor access to source training samples.  Instead we only have access to features pre-trained on such data as the output of ""black-boxes.''  For such scenarios, we consider the multi-source learning problem of training a classifier using an ensemble of pre-trained neural networks for a set of classes that have not been observed by any of the source networks, and for which we have very few training samples.  We show that by using these distributed networks as feature extractors, we can train an effective classifier in a computationally-efficient manner using tools from (nonlinear) maximal correlation analysis.  In particular, we develop a method we refer to as maximal correlation weighting (MCW) to build the required target classifier from an appropriate weighting of the feature functions from the source networks.  We illustrate the effectiveness of the resulting classifier on datasets derived from the CIFAR-100, Stanford Dogs, and Tiny ImageNet datasets, and, in addition, use the methodology to characterize the relative value of different source tasks in learning a target task.",https://proceedings.neurips.cc/paper_files/paper/2019/file/6048ff4e8cb07aa60b6777b6f7384d52-Paper.pdf,2019,"source, learning, training, classifier, networks, tasks, trained, using, access, control","source, target, task, training, learning, samples, data, correlation, dataset, maximal","{'dogs': 0.3680886526000237, 'old': 0.3680886526000237, 'tricks': 0.3680886526000237, 'pre': 0.34837352597480054, 'source': 0.31467029439855776, 'trained': 0.31467029439855776, 'new': 0.2898321723146508, 'transfer': 0.2612519361970918, 'learning': 0.23171975276989476, 'multi': 0.20874245464582533}","{'source': 0.4369262056001744, 'classifier': 0.2572627571354662, 'training': 0.20583744924010797, 'maximal': 0.19546376122858222, 'weighting': 0.15789592010548031, 'correlation': 0.14226212998278728, 'learning': 0.1417239584141031, 'trained': 0.13565825707206838, 'networks': 0.13251132601469112, 'pre': 0.13073772562488967}"
Globally Convergent Newton Methods for Ill-conditioned Generalized Self-concordant Losses,"Ulysse Marteau-Ferey, Francis Bach, Alessandro Rudi","In this paper, we study large-scale convex optimization algorithms based on the Newton method applied to regularized generalized self-concordant losses, which include logistic regression and softmax regression.  We first prove that our new simple scheme based on a sequence of problems with decreasing regularization parameters is provably globally convergent, that this convergence is linear with a constant factor which scales only logarithmically with the condition number. In the parametric setting, we obtain an algorithm with the same scaling than regular first-order methods but with an improved behavior, in particular in ill-conditioned problems. Second, in the non parametric machine learning setting, we provide an explicit algorithm combining  the previous scheme with Nystr\""om projections techniques, and prove that it achieves optimal generalization bounds with a time complexity of order O(n df), a memory complexity of order O(df^2) and no dependence on the condition number, generalizing the results known for least squares regression. Here n is the number of observations and df is the associated degrees of freedom. In particular, this is the first large-scale algorithm to solve logistic and softmax regressions in the non-parametric setting with large condition numbers and theoretical guarantees.",https://proceedings.neurips.cc/paper_files/paper/2019/file/60495b4e033e9f60b32a6607b587aadd-Paper.pdf,2019,"algorithm, condition, df, first, large, number, order, parametric, regression, setting","newton, order, learning, log, methods, dfλ, self, algorithm, approximate, concordant","{'concordant': 0.3726349551885963, 'ill': 0.3726349551885963, 'losses': 0.33851545136957717, 'conditioned': 0.3275314245066183, 'newton': 0.3275314245066183, 'globally': 0.31855682109223876, 'convergent': 0.3043959475505581, 'generalized': 0.2768493982041098, 'self': 0.24830839000562122, 'methods': 0.24637778809343136}","{'df': 0.38839474398258533, 'condition': 0.2415470573331631, 'parametric': 0.2401017261752391, 'regression': 0.1930906392978113, 'logistic': 0.18573120153845912, 'softmax': 0.18192685006406853, 'order': 0.16454220311362205, 'setting': 0.16137416831437726, 'scheme': 0.1420302176900753, 'number': 0.14150147208634403}"
Is Deeper Better only when Shallow is Good?,"Eran Malach, Shai Shalev-Shwartz","Understanding the power of depth in feed-forward neural networks is an ongoing challenge in the field of deep learning theory. While current works account for the importance of depth for the expressive power of neural-networks, it remains an open question whether these benefits are exploited during a gradient-based optimization process.
In this work we explore the relation between expressivity properties of deep networks and the ability to train them efficiently using gradient-based algorithms. We give a depth separation argument for distributions with fractal structure, showing that they can be expressed efficiently by deep networks, but not with shallow ones.
These distributions have a natural coarse-to-fine structure, and we show that the balance between the coarse and fine details has a crucial effect on whether the optimization process is likely to succeed. We prove that when the distribution is concentrated on the fine details, gradient-based algorithms are likely to fail.
Using this result we prove that, at least in some distributions, the success of learning deep networks depends on whether the distribution can be approximated by shallower networks, and we conjecture that this property holds in general.",https://proceedings.neurips.cc/paper_files/paper/2019/file/606555cf42a6719782a952aa33cfa2cb-Paper.pdf,2019,"networks, deep, based, depth, distributions, fine, gradient, whether, algorithms, coarse","depth, networks, distribution, fractal, distributions, network, approximation, curve, deep, width","{'deeper': 0.5369067012430802, 'good': 0.5369067012430802, 'shallow': 0.4719198084793013, 'better': 0.44805589236769017}","{'networks': 0.25268979820187704, 'depth': 0.25216095987386994, 'fine': 0.24659709930754414, 'whether': 0.22969862723486245, 'details': 0.2119379006369198, 'likely': 0.2087938864877476, 'coarse': 0.20322390316775973, 'distributions': 0.19069732954870044, 'deep': 0.18817155541073463, 'power': 0.16024022370792412}"
Variance Reduced Policy Evaluation with Smooth Function Approximation,"Hoi-To Wai, Mingyi Hong, Zhuoran Yang, Zhaoran Wang, Kexin Tang","Policy evaluation with smooth and nonlinear function approximation has shown great potential for reinforcement learning. Compared to linear function approxi- mation, it allows for using a richer class of approximation functions such as the neural networks. Traditional algorithms are based on two timescales stochastic approximation whose convergence rate is often slow. This paper focuses on an offline setting where a trajectory of $m$ state-action pairs are observed. We formulate the policy evaluation problem as a non-convex primal-dual, finite-sum optimization problem, whose primal sub-problem is non-convex and dual sub-problem is strongly concave. We suggest a single-timescale primal-dual gradient algorithm with variance reduction, and show that it converges to an $\epsilon$-stationary point using $O(m/\epsilon)$ calls (in expectation) to a gradient oracle.",https://proceedings.neurips.cc/paper_files/paper/2019/file/60792d855cd8a912a97711f91a1f155c-Paper.pdf,2019,"problem, approximation, dual, primal, convex, epsilon, evaluation, function, gradient, non","algorithm, dual, primal, function, gradient, non, policy, problem, gθ, approximation","{'reduced': 0.4368241116107293, 'smooth': 0.4094556474542486, 'evaluation': 0.38463461535294946, 'function': 0.36652708117856003, 'variance': 0.35901946894035996, 'approximation': 0.3522639417854988, 'policy': 0.32597548367608525}","{'primal': 0.3527844894686146, 'dual': 0.317854146346327, 'approximation': 0.22511222412292087, 'epsilon': 0.19931825148296878, 'sub': 0.18683754649379247, 'problem': 0.17745770787713286, 'evaluation': 0.1699730039694445, 'whose': 0.1699730039694445, 'approxi': 0.16024654183430548, 'mation': 0.16024654183430548}"
k-Means Clustering of Lines for Big Data,"Yair Marom, Dan Feldman","The input to the \emph{$k$-mean for lines} problem is a set $L$ of $n$ lines in $\mathbb{R}^d$, and the goal is to compute
a set of $k$ centers (points) in $\mathbb{R}^d$ that minimizes the sum of squared distances over every line in $L$ and its nearest center. This is a straightforward generalization of the $k$-mean problem where the input is a set of $n$ points instead of lines.

We suggest the first PTAS that computes a $(1+\epsilon)$-approximation to this problem in time $O(n \log n)$ for any constant approximation error $\epsilon \in (0, 1)$, and constant integers $k, d \geq 1$. This is by proving that there is always a weighted subset (called coreset) of $dk^{O(k)}\log (n)/\epsilon^2$ lines in $L$ that approximates the sum of squared distances from $L$ to \emph{any} given set of $k$ points. 

Using traditional merge-and-reduce technique, this coreset implies results for a streaming set (possibly infinite) of lines to $M$ machines in one pass (e.g. cloud) using memory, update time and communication that is near-logarithmic in $n$, as well as deletion of any line but using linear space. These results generalized for other distance functions such as $k$-median (sum of distances) or ignoring farthest $m$ lines from the given centers to handle outliers.

Experimental results on 10 machines on Amazon EC2 cloud show that the algorithm performs well in practice.
Open source code for all the algorithms and experiments is also provided.",https://proceedings.neurips.cc/paper_files/paper/2019/file/6084e82a08cb979cf75ae28aed37ecd4-Paper.pdf,2019,"lines, set, distances, epsilon, points, problem, results, sum, using, approximation","lines, set, rd, line, coreset, algorithm, mean, points, problem, log","{'lines': 0.5439183737591137, 'big': 0.4941156787292925, 'means': 0.4649829697019952, 'clustering': 0.3821628303281175, 'data': 0.3126418201774158}","{'lines': 0.49080747413028825, 'distances': 0.22120457141199884, 'set': 0.1984867615355466, 'epsilon': 0.1938275098232523, 'sum': 0.18440610670167232, 'coreset': 0.18262706207671664, 'centers': 0.17762294542641127, 'cloud': 0.16972703517824883, 'points': 0.15102012534629794, 'machines': 0.14903852147130903}"
Deep Leakage from Gradients,"Ligeng Zhu, Zhijian Liu, Song Han","Passing gradient is a widely used scheme in  modern multi-node learning system (e.g, distributed training, collaborative learning). In a long time, people used to believe that gradients are safe to share: i.e, the training set will not be leaked by gradient sharing.  However, in this paper, we show that we can obtain the private training set from the publicly shared gradients.  The leaking only takes few gradient steps to process and can obtain the original training set instead of look-alike alternatives.  We name this leakage as \textit{deep leakage from gradient}  and practically validate the effectiveness of our algorithm on both computer vision and natural language processing tasks. We empirically show that our attack is much stronger than previous approaches and thereby and raise people's awareness to rethink the gradients' safety. We also discuss some possible strategies to defend this deep leakage.",https://proceedings.neurips.cc/paper_files/paper/2019/file/60a6c4002cc7b29142def8871531281a-Paper.pdf,2019,"gradient, training, gradients, leakage, set, deep, learning, obtain, people, show","latexit, training, gradients, 10, data, leakage, sha1_base64, deep, gradient, jzx","{'leakage': 0.7278428605620969, 'gradients': 0.5945561846085458, 'deep': 0.34168364560293596}","{'leakage': 0.3956944731922681, 'gradients': 0.26119165928893445, 'people': 0.22591466518029155, 'gradient': 0.2183623043743602, 'training': 0.19140845985337057, 'set': 0.17202294916939506, 'awareness': 0.1500615220951586, 'defend': 0.1500615220951586, 'rethink': 0.1500615220951586, 'obtain': 0.14583020315987955}"
Robustness to Adversarial Perturbations in Learning from Incomplete Data,"Amir Najafi, Shin-ichi Maeda, Masanori Koyama, Takeru Miyato","What is the role of unlabeled data in an inference problem, when the presumed underlying distribution is adversarially perturbed? To provide a concrete answer to this question, this paper unifies two major learning frameworks: Semi-Supervised Learning (SSL) and Distributionally Robust Learning (DRL). We develop a generalization theory for our framework based on a number of novel complexity measures, such as an adversarial extension of Rademacher complexity and its semi-supervised analogue. Moreover, our analysis is able to quantify the role of unlabeled data in the generalization under a more general condition compared to the existing theoretical works in SSL. Based on our framework, we also present a hybrid of DRL and EM algorithms that has a guaranteed convergence rate. When implemented with deep neural networks, our method shows a comparable performance to those of the state-of-the-art on a number of real-world benchmark datasets.",https://proceedings.neurips.cc/paper_files/paper/2019/file/60ad83801910ec976590f69f638e0d6d-Paper.pdf,2019,"learning, based, complexity, data, drl, framework, generalization, number, role, semi","drl, ssdrl, adversarial, also, set, 10, vat, data, p0, unlabeled","{'incomplete': 0.5526838445610075, 'perturbations': 0.5077094342775518, 'robustness': 0.40225349415218015, 'data': 0.3496996565471699, 'adversarial': 0.3405918170262628, 'learning': 0.1914972300967685}","{'drl': 0.34110825378509646, 'ssl': 0.32283821919212696, 'role': 0.2147903780628301, 'unlabeled': 0.2147903780628301, 'semi': 0.20612220646655446, 'supervised': 0.17545616903904865, 'presumed': 0.17055412689254823, 'generalization': 0.15550670591164661, 'analogue': 0.15493771167751674, 'distributionally': 0.14991034887837165}"
Pure Exploration with Multiple Correct Answers,"Rémy Degenne, Wouter M. Koolen","We determine the sample complexity of pure exploration bandit problems with multiple good answers. We derive a lower bound using a new game equilibrium argument. We show how continuity and convexity properties of single-answer problems ensure that the existing Track-and-Stop algorithm has asymptotically optimal sample complexity. However, that convexity is lost when going to the multiple-answer setting. We present a new algorithm which extends Track-and-Stop to the multiple-answer case and has asymptotic sample complexity matching the lower bound.",https://proceedings.neurips.cc/paper_files/paper/2019/file/60cb558c40e4f18479664069d9642d5a-Paper.pdf,2019,"answer, complexity, multiple, sample, algorithm, bound, convexity, lower, new, problems","answer, µt, oracle, track, et, stop, set, complexity, nt, algorithm","{'answers': 0.5046384018377165, 'correct': 0.4776095599489345, 'pure': 0.4584322914366905, 'multiple': 0.4122261810356645, 'exploration': 0.37032229405332506}","{'answer': 0.36629143082717874, 'stop': 0.33290675098671635, 'track': 0.28855051910241775, 'convexity': 0.2482306632855947, 'multiple': 0.24657786980758561, 'complexity': 0.23618693058508308, 'sample': 0.22457988415526653, 'lower': 0.1674598332977902, 'going': 0.16645337549335817, 'lost': 0.16645337549335817}"
Correlation in Extensive-Form Games: Saddle-Point Formulation and Benchmarks,"Gabriele Farina, Chun Kai Ling, Fei Fang, Tuomas Sandholm","While Nash equilibrium in extensive-form games is well understood, very little is known about the properties of extensive-form correlated equilibrium (EFCE), both from a behavioral and from a computational point of view. In this setting, the strategic behavior of players is complemented by an external device that privately recommends moves to agents as the game progresses; players are free to deviate at any time, but will then not receive future recommendations. Our contributions are threefold. First, we show that an EFCE
can be formulated as the solution to a bilinear saddle-point problem. To showcase how this novel formulation can inspire new algorithms to compute EFCEs, we propose a simple subgradient descent method which exploits this formulation and structural properties of EFCEs. Our method has better scalability than the prior approach based on linear programming. Second, we propose two benchmark games, which we hope will serve as the basis for future evaluation of EFCE solvers. These games were chosen so as to cover two natural application domains for EFCE: conflict resolution via a mediator, and bargaining and negotiation. Third, we document the qualitative behavior of EFCE in our proposed games. We show that the social-welfare-maximizing equilibria in these games are highly nontrivial and exhibit surprisingly subtle sequential behavior that so far has not received attention in the literature.",https://proceedings.neurips.cc/paper_files/paper/2019/file/60ce36723c17bbac504f2ef4c8a46995-Paper.pdf,2019,"efce, games, behavior, efces, equilibrium, extensive, form, formulation, future, method","game, player, efce, games, players, form, sheriff, set, two, mediator","{'benchmarks': 0.3949552091172205, 'formulation': 0.3949552091172205, 'extensive': 0.37909672819326196, 'form': 0.37909672819326196, 'correlation': 0.3408869737698333, 'saddle': 0.3408869737698333, 'games': 0.2993352856610539, 'point': 0.2803259458469346}","{'efce': 0.5169164122747006, 'games': 0.3158606456593355, 'efces': 0.20676656490988024, 'behavior': 0.16945963068919984, 'players': 0.1517329406008549, 'equilibrium': 0.1412721633281813, 'formulation': 0.12172622795045271, 'future': 0.12053850661144579, 'form': 0.10435528428934836, 'bargaining': 0.10338328245494012}"
The Thermodynamic Variational Objective,"Vaden Masrani, Tuan Anh Le, Frank Wood","We introduce the thermodynamic variational objective (TVO) for learning in both continuous and discrete deep generative models. The TVO arises from a key connection between variational inference and thermodynamic integration that results in a tighter lower bound to the log marginal likelihood than the standard variational evidence lower bound (ELBO) while remaining as broadly applicable. We provide a computationally efficient gradient estimator for the TVO that applies to continuous, discrete, and non-reparameterizable distributions and show that the objective functions used in variational inference, variational autoencoders, wake sleep, and inference compilation are all special cases of the TVO. We use the TVO to learn both discrete and continuous deep generative models and empirically demonstrate state of the art model and inference network learning.",https://proceedings.neurips.cc/paper_files/paper/2019/file/618faa1728eb2ef6e3733645273ab145-Paper.pdf,2019,"tvo, variational, inference, continuous, discrete, bound, deep, generative, learning, lower","tvo, log, variational, model, qφ, learning, using, number, figure, gradient","{'thermodynamic': 0.6797654052920508, 'objective': 0.5974869733112941, 'variational': 0.42535668619576567}","{'tvo': 0.6358097374213739, 'variational': 0.3259855691607072, 'thermodynamic': 0.24070210098574696, 'inference': 0.22129450778524534, 'discrete': 0.21447334961351353, 'continuous': 0.19373616697879736, 'reparameterizable': 0.12716194748427478, 'objective': 0.11969562245361136, 'lower': 0.11621712388698406, 'elbo': 0.1155186421732426}"
Sampling Sketches for Concave Sublinear Functions of Frequencies,"Edith Cohen, Ofir Geri","We consider massive distributed datasets that consist of elements modeled as key-value pairs and the task of computing statistics or aggregates where the contribution of each key is weighted by a function of its frequency (sum of values of its elements). This fundamental problem has a wealth of applications in data analytics and machine learning, in particular, with concave sublinear functions of the frequencies that mitigate the disproportionate effect of keys with high frequency. The family of concave sublinear functions includes low frequency moments ($p \leq 1$), capping, logarithms, and their compositions. A common approach is to sample keys, ideally, proportionally to their contributions and estimate statistics from the sample. A simple but costly way to do this is by aggregating the data to produce a table of keys and their frequencies, apply our function to the frequency values, and then apply a weighted sampling scheme. Our main contribution is the design of composable sampling sketches that can be tailored to any concave sublinear function of the frequencies. Our sketch structure size is very close to the desired sample size and our samples provide statistical guarantees on the estimation quality that are very close to that of an ideal sample of the same size computed over aggregated data. Finally, we demonstrate experimentally the simplicity and effectiveness of our methods.",https://proceedings.neurips.cc/paper_files/paper/2019/file/61b4a64be663682e8cb037d9719ad8cd-Paper.pdf,2019,"frequency, sample, concave, data, frequencies, function, keys, size, sublinear, apply","key, sample, sketch, elements, keys, sampling, 𝜈𝑥, data, ppswor, element","{'sketches': 0.4790563577200037, 'sublinear': 0.453397710852313, 'frequencies': 0.4351926111788868, 'concave': 0.3913288646377699, 'functions': 0.3515492454114753, 'sampling': 0.31435292403469783}","{'frequency': 0.3426619391254592, 'keys': 0.3013201705831983, 'frequencies': 0.29154304273084575, 'concave': 0.2379228113279251, 'sublinear': 0.23304941369430712, 'sample': 0.18068576274526932, 'size': 0.156107727277885, 'elements': 0.15536627579620474, 'close': 0.14403953672000763, 'contribution': 0.14106643589301587}"
Solving Interpretable Kernel Dimensionality Reduction,"Chieh Wu, Jared Miller, Yale Chang, Mario Sznaier, Jennifer Dy","Kernel dimensionality reduction (KDR) algorithms find a low dimensional representation of the original data by optimizing kernel dependency measures that are capable of capturing nonlinear relationships. The standard strategy is to first map the data into a high dimensional feature space using kernels prior to a projection onto a low dimensional space. While KDR methods can be easily solved by keeping the most dominant eigenvectors of the kernel matrix, its features are no longer easy to interpret.  Alternatively, Interpretable KDR (IKDR) is different in that it projects onto a subspace \textit{before} the kernel feature mapping, therefore, the projection matrix can indicate how the original features linearly combine to form the new features. Unfortunately, the IKDR objective requires a non-convex manifold optimization that is difficult to solve and can no longer be solved by eigendecomposition. Recently, an efficient iterative spectral (eigendecomposition) method (ISM) has been proposed for this objective in the context of alternative clustering. However, ISM only provides theoretical guarantees for the Gaussian kernel. This greatly constrains ISM's usage since any kernel method using ISM is now limited to a single kernel. This work extends the theoretical guarantees of ISM to an entire family of kernels, thereby empowering ISM to solve any kernel method of the same objective. In identifying this family, we prove that each kernel within the family has a surrogate $\Phi$ matrix and the optimal projection is formed by its most dominant eigenvectors. With this extension, we establish how a wide range of IKDR applications across different learning paradigms can be solved by ISM. To support reproducible results, the source code is made publicly available on  \url{https://github.com/ANONYMIZED}.",https://proceedings.neurips.cc/paper_files/paper/2019/file/61f3a6dbc9120ea78ef75544826c814e-Paper.pdf,2019,"kernel, ism, dimensional, family, features, ikdr, kdr, matrix, method, objective","ism, kernel, kernels, time, matrix, clustering, family, supervised, since, alternative","{'dimensionality': 0.48197442367393933, 'interpretable': 0.48197442367393933, 'solving': 0.45177714429295235, 'reduction': 0.413733071529696, 'kernel': 0.4001545542230605}","{'ism': 0.5405114354578809, 'kernel': 0.38425601262524833, 'ikdr': 0.23164775805337756, 'kdr': 0.23164775805337756, 'projection': 0.159695620677156, 'solved': 0.15560955696746637, 'eigendecomposition': 0.1461603442308116, 'eigenvectors': 0.1320201310355336, 'family': 0.12968222279848216, 'dominant': 0.12887545478482212}"
Learning Imbalanced Datasets with Label-Distribution-Aware Margin Loss,"Kaidi Cao, Colin Wei, Adrien Gaidon, Nikos Arechiga, Tengyu Ma","Deep learning algorithms can fare poorly when the training dataset suffers from heavy class-imbalance but the testing criterion requires good generalization on less frequent classes. We design two novel methods to improve performance in such scenarios. First, we propose a theoretically-principled label-distribution-aware margin (LDAM) loss motivated by minimizing a margin-based generalization bound. This loss replaces the standard cross-entropy objective during training and can be applied with prior strategies for training with class-imbalance such as re-weighting or re-sampling. Second, we propose a simple, yet effective, training schedule that defers re-weighting until after the initial stage, allowing the model to learn an initial representation while avoiding some of the complications associated with re-weighting or re-sampling. We test our methods on several benchmark vision tasks including the real-world imbalanced dataset iNaturalist 2018. Our experiments show that either of these methods alone can already improve over existing techniques and their combination achieves even better performance gains.",https://proceedings.neurips.cc/paper_files/paper/2019/file/621461af90cadfdaf0e8d4cc25129f91-Paper.pdf,2019,"training, methods, weighting, class, dataset, generalization, imbalance, improve, initial, loss","classes, loss, class, weighting, margin, training, imbalanced, label, 10, distribution","{'imbalanced': 0.4456453682898595, 'datasets': 0.4217762411007476, 'margin': 0.3917046972334632, 'label': 0.34016715621176585, 'aware': 0.3354551611921823, 'distribution': 0.3354551611921823, 'loss': 0.3310925352160097, 'learning': 0.14027168975972976}","{'weighting': 0.32980266552629656, 'imbalance': 0.2561336613410442, 'margin': 0.19660485430480099, 'training': 0.19108435306039626, 'initial': 0.18866265190644127, 'complications': 0.1498074269589647, 'defers': 0.1498074269589647, 'fare': 0.1498074269589647, 'inaturalist': 0.1498074269589647, 'ldam': 0.1498074269589647}"
